Site,Transect,Species,cm,rugosity,Diff,COT,
U,4,Porites cylindrica,634,,97,,
U,4,Carbonate,651,,17,,
U,4,Porites cylindrica,655,,4,,
U,4,Carbonate,703,,48,,
U,4,Porites cylindrica,822,,119,,
U,4,Macroalgae Stypopodium,831,,9,,
U,4,Carbonate,853,,22,,
U,4,Porites cylindrica,862,,9,,
U,4,Porites rus,875,,13,,
U,4,Porites cylindrica,1000,,125,,
U,5,Porites cylindrica,25,7.8,25,,
U,5,Macroalgae Stypopodium,35,,10,,
U,5,Porites cylindrica,49,,14,,
U,5,Porites rus,59,,10,,
U,5,Porites cylindrica,81,,22,,
U,5,Porites rus,102,,21,,
U,5,Macroalgae Halimeda,115,,13,,
U,5,Carbonate,137,,22,,
U,5,Porites cylindrica,155,,18,,
U,5,Carbonate,172,,17,,
U,5,Porites cylindrica,293,,121,,
U,5,Porites rus,301,,8,,
U,5,Porites cylindrica,312,,11,,
U,5,Carbonate,315,,3,,
U,5,Porites rus,317,,2,,
U,5,Carbonate,318,,1,,
U,5,Porites rus,332,,14,,
U,5,Carbonate,351,,19,,
U,5,Porites cylindrica,361,,10,,
U,5,Macroalgae Halimeda,375,,14,,
U,5,Carbonate,395,,20,,
U,5,Porites cylindrica,725,,330,,
U,5,Porites rus,733,,8,,
U,5,Porites cylindrica,741,,8,,
U,5,Carbonate,757,,16,,
U,5,Porites lobata,760,,3,,
U,5,Porites cylindrica,775,,15,,
U,5,Carbonate,788,,13,,
U,5,Porites rus,805,,17,,
U,5,Carbonate,827,,22,,
U,5,Porites rus,845,,18,,
U,5,Porites cylindrica,848,,3,,
U,5,Carbonate,857,,9,,
U,5,Porites cylindrica,875,,18,,
U,5,Macroalgae Red Padina,882,,7,,
U,5,Porites cylindrica,895,,13,,
U,5,Porites cylindrica,965,,70,,
U,5,Macroalgae Halimeda,974,,9,,
U,5,Porites rus,1000,,26,,
U,6,Porites rus,21,8.5,21,,
U,6,Porites rus,32,,11,,
U,6,Carbonate,41,,9,,
U,6,Porites rus,57,,16,,
U,6,Macroalgae Dictyota,62,,5,,
U,6,Porites rus,65,,3,,
U,6,Macroalgae Dictyota,85,,20,,
U,6,Porites cylindrica,181,,96,,
U,6,Carbonate,189,,8,,
U,6,Porites cylindrica,241,,52,,
U,6,Macroalgae Red Padina,252,,11,,
U,6,Porites cylindrica,291,,39,,
U,6,Carbonate,312,,21,,
U,6,Macroalgae Dictyota,315,,3,,
U,6,Porites cylindrica,320,,5,,
U,6,Macroalgae Dictyota,335,,15,,
U,6,Porites cylindrica,340,,5,,
U,6,Macroalgae Dictyota,362,,22,,
U,6,Porites cylindrica,365,,3,,
U,6,Macroalgae Dictyota,400,,35,,
U,6,Porites cylindrica,410,,10,,
U,6,Macroalgae Dictyota,415,,5,,
U,6,Porites cylindrica,425,,10,,
U,6,Macroalgae Dictyota,427,,2,,
U,6,Carbonate,435,,8,,
U,6,Porites cylindrica,452,,17,,
U,6,Carbonate,459,,7,,
U,6,Porites cylindrica,493,,34,,
U,6,Carbonate,502,,9,,
U,6,Porites cylindrica,530,,28,,
U,6,Porites rus,571,,41,,
U,6,Porites cylindrica,595,,24,,
U,6,Porites rus,645,,50,,
U,6,Carbonate,660,,15,,
U,6,Porites cylindrica,703,,43,,
U,6,Carbonate,715,,12,,
U,6,Porites cylindrica,752,,37,,
U,6,Macroalgae Dictyota,755,,3,,
U,6,Porites rus,770,,15,,
U,6,Carbonate,785,,15,,
U,6,Porites rus,800,,15,,
U,6,Carbonate,809,,9,,
U,6,Porites rus,903,,94,,
U,6,Macroalgae Dictyota,908,,5,,
U,6,Porites rus,935,,27,,
U,6,Carbonate,941,,6,,
U,6,Porites rus,1000,,59,,
D,1,COR,15,9,15,,
D,1,Carbonate,62,,47,,
D,1,COR,75,,13,,
D,1,Macroalgae Halimeda,83,,8,,
D,1,COR,104,,21,,
D,1,Macroalgae Halimeda,114,,10,,
D,1,Carbonate,122,,8,,
D,1,COR,241,,119,,
D,1,Acropora nasuta,253,,12,,
D,1,Carbonate,281,,28,,
D,1,COR,305,,24,,
D,1,Macroalgae Halimeda,315,,10,,
D,1,COR,345,,30,,
D,1,Macroalgae Halimeda,347,,2,,
D,1,Carbonate,352,,5,,
D,1,Macroalgae Halimeda,355,,3,,
D,1,Sponge encrusting,365,,10,,
D,1,COR,412,,47,,
D,1,Macroalgae Halimeda,420,,8,,
D,1,Carbonate,445,,25,,
D,1,Macroalgae Halimeda,449,,4,,
D,1,COR,463,,14,,
D,1,Macroalgae Halimeda,491,,28,,
D,1,COR,502,,11,,
D,1,Macroalgae Halimeda,535,,33,,
D,1,Carbonate,541,,6,,
D,1,Macroalgae Halimeda,595,,54,,
D,1,Carbonate,600,,5,,
D,1,COR,643,,43,,
D,1,Macroalgae Halimeda,665,,22,,
D,1,COR,675,,10,,
D,1,Carbonate,680,,5,,
D,1,Macroalgae Halimeda,683,,3,,
D,1,COR,691,,8,,
D,1,Acropora austera,698,,7,,
D,1,COR,702,,4,,
D,1,Carbonate,751,,49,,
D,1,COR,762,,11,,
D,1,Macroalgae Halimeda,812,,50,,
D,1,COR,825,,13,,
D,1,Carbonate,841,,16,,
D,1,COR,851,,10,,
D,1,Macroalgae Halimeda,880,,29,,
D,1,COR,910,,30,,
D,1,Carbonate,913,,3,,
D,1,Macroalgae Halimeda,918,,5,,
D,1,Acropora austera,921,,3,,
D,1,Carbonate,950,,29,,
D,1,Macroalgae Halimeda,972,,22,,
D,1,COR,982,,10,,
D,1,Carbonate,992,,10,,
D,1,COR,1000,,8,,
D,2,COR,7,9,7,,
D,2,Porites annae,11,,4,,
D,2,Carbonate,22,,11,,
D,2,Macroalgae Halimeda,45,,23,,
D,2,COR,62,,17,,
D,2,Carbonate,71,,9,,
D,2,Acropora austera,105,,34,,
D,2,COR,112,,7,,
D,2,Carbonate,130,,18,,
D,2,Acropora austera,152,,22,,
D,2,Carbonate,162,,10,,
D,2,COR,175,,13,,
D,2,Carbonate,210,,35,,
D,2,Acropora gemmifera,225,,15,,
D,2,COR,251,,26,,
D,2,Carbonate,255,,4,,
D,2,Acropora austera,263,,8,,
D,2,COR,284,,21,,
D,2,Carbonate,320,,36,,
D,2,COR,403,,83,,
D,2,Carbonate,412,,9,,
D,2,Sponge encrusting,425,,13,,
D,2,COR,446,,21,,
D,2,Carbonate,461,,15,,
D,2,COR,465,,4,,
D,2,Carbonate,483,,18,,
D,2,COR,512,,29,,
D,2,Carbonate,535,,23,,
D,2,COR,552,,17,,
D,2,Pavona varians,565,,13,,
D,2,COR,605,,40,,
D,2,Pocillopora verrucosa,612,,7,,
D,2,Carbonate,618,,6,,
D,2,Macroalgae Halimeda,625,,7,,
D,2,Carbonate,637,,12,,
D,2,COR,680,,43,,
D,2,Carbonate,691,,11,,
D,2,Macroalgae Halimeda,698,,7,,
D,2,Carbonate,715,,17,,
D,2,COR,721,,6,,
D,2,Sponge encrusting,743,,22,,
D,2,COR,761,,18,,
D,2,Macroalgae Halimeda,765,,4,,
D,2,COR,780,,15,,
D,2,Sponge encrusting,785,,5,,
D,2,Coralline algae Lithothamnion,792,,7,,
D,2,COR,815,,23,,
D,2,Carbonate,825,,10,,
D,2,Porites annae,831,,6,,
D,2,Carbonate,951,,120,,
D,2,Macroalgae Halimeda,963,,12,,
D,2,Sponge encrusting,975,,12,,
D,2,COR,991,,16,,
D,2,Macroalgae Halimeda,1000,,9,,
D,3,Carbonate,25,9.5,25,,
D,3,COR,31,,6,,
D,3,Carbonate,37,,6,,
D,3,Porites rus,51,,14,,
D,3,Acropora gemmifera,78,,27,,
D,3,COR,79,,1,,
D,3,Carbonate,107,,28,,
D,3,Montipora encrusting,112,,5,,
D,3,COR,125,,13,,
D,3,Coralline algae Lithothamnion,142,,17,,
D,3,Carbonate,195,,53,,
D,3,COR,205,,10,,
D,3,Carbonate,225,,20,,
D,3,Montipora encrusting,229,,4,,
D,3,COR,231,,2,,
D,3,Macroalgae Halimeda,252,,21,,
D,3,COR,305,,53,,
D,3,Carbonate,351,,46,,
D,3,Macroalgae Halimeda,373,,22,,
D,3,Carbonate,382,,9,,
D,3,COR,405,,23,,
D,3,Carbonate,415,,10,,
D,3,Coralline algae Lithothamnion,417,,2,,
D,3,Carbonate,452,,35,,
D,3,Macroalgae Halimeda,462,,10,,
D,3,Carbonate,473,,11,,
D,3,SC Sinularia,476,,3,,
D,3,Macroalgae Halimeda,483,,7,,
D,3,Carbonate,542,,59,,
D,3,COR,551,,9,,
D,3,Carbonate,583,,32,,
D,3,COR,652,,69,,
D,3,Fungia,670,,18,,
D,3,COR,725,,55,,
D,3,Carbonate,748,,23,,
D,3,Macroalgae Halimeda,752,,4,,
D,3,Carbonate,761,,9,,
D,3,Macroalgae Halimeda,795,,34,,
D,3,Carbonate,841,,46,,
D,3,COR,851,,10,,
D,3,Carbonate,870,,19,,
D,3,Sponge encrusting,875,,5,,
D,3,Carbonate,902,,27,,
D,3,Acropora nasuta,912,,10,,
D,3,Carbonate,995,,83,,
D,3,COR,1000,,5,,
D,4,COR,57,,57,,
D,4,Macroalgae Halimeda,97,,40,,
D,4,COR,183,,86,,
D,4,Macroalgae Halimeda,243,,60,,
D,4,COR,271,,28,,
D,4,Macroalgae Halimeda,290,,19,,
D,4,COR,305,,15,,
D,4,Carbonate,335,,30,,
D,4,Macroalgae Halimeda,392,,57,,
D,4,COR,458,,66,,
D,4,Macroalgae Halimeda,523,,65,,
D,4,COR,581,,58,,
D,4,Macroalgae Halimeda,621,,40,,
D,4,COR,669,,48,,
D,4,Macroalgae Halimeda,702,,33,,
D,4,Carbonate,724,,22,,
D,4,Macroalgae Halimeda,862,,138,,
D,4,Carbonate,873,,11,,
D,4,COR,880,,7,,
D,4,Carbonate,895,,15,,
D,4,Macroalgae Halimeda,903,,8,,
D,4,Carbonate,905,,2,,
D,4,Goniastrea retiformis,908,,3,,
D,4,Macroalgae Halimeda,982,,74,,
D,4,Carbonate,991,,9,,
D,4,Macroalgae Halimeda,1000,,9,,
D,5,Carbonate,15,,15,,
D,5,COR,18,,3,,
D,5,Carbonate,82,,64,,
D,5,Pocillopora verrucosa,85,,3,,
D,5,Carbonate,110,,25,,
D,5,COR,142,,32,,
D,5,Carbonate,155,,13,,
D,5,Macroalgae Halimeda,157,,2,,
D,5,COR,175,,18,,
D,5,COR,196,,21,,
D,5,COR,207,,11,,
D,5,Carbonate,235,,28,,
D,5,Macroalgae Halimeda,241,,6,,
D,5,Carbonate,285,,44,,
D,5,Porites vaughani,289,,4,,
D,5,COR,290,,1,,
D,5,Carbonate,304,,14,,
D,5,Macroalgae Halimeda,310,,6,,
D,5,COR,335,,25,,
D,5,Macroalgae Halimeda,337,,2,,
D,5,COR,345,,8,,
D,5,Carbonate,353,,8,,
D,5,Macroalgae Halimeda,357,,4,,
D,5,COR,375,,18,,
D,5,Macroalgae Halimeda,379,,4,,
D,5,Carbonate,392,,13,,
D,5,Pocillopora verrucosa,415,,23,,
D,5,COR,427,,12,,
D,5,Carbonate,547,,120,,
D,5,Macroalgae Halimeda,582,,35,,
D,5,Carbonate,652,,70,,
D,5,Coralline algae Lithothamnion,657,,5,,
D,5,Carbonate,713,,56,,
D,5,COR,752,,39,,
D,5,Carbonate,762,,10,,
D,5,Fungia,781,,19,,
D,5,Heliopora,805,,24,,
D,5,COR,832,,27,,
D,5,Carbonate,882,,50,,
D,5,COR,891,,9,,
D,5,Carbonate,946,,55,,
D,5,Pocillopora verrucosa,947,,1,,
D,5,COR,985,,38,,
D,5,Heliopora,993,,8,,
D,5,COR,1000,,7,,
D,6,Heliopora,23,,23,,
D,6,COR,42,,19,,
D,6,Macroalgae Halimeda,65,,23,,
D,6,COR,71,,6,,
D,6,Montipora encrusting,85,,14,,
D,6,Carbonate,125,,40,,
D,6,Macroalgae Halimeda,132,,7,,
D,6,Carbonate,215,,83,,
D,6,COR,235,,20,,
D,6,Acropora nasuta,237,,2,,
D,6,COR,261,,24,,
D,6,Carbonate,283,,22,,
D,6,Macroalgae Halimeda,335,,52,,
D,6,Carbonate,381,,46,,
D,6,COR,395,,14,,
D,6,COR,463,,68,,
D,6,COR,465,,2,,
D,6,Carbonate,502,,37,,
D,6,COR,505,,3,,
D,6,Macroalgae Halimeda,520,,15,,
D,6,COR,542,,22,,
D,6,Carbonate,593,,51,,
D,6,Macroalgae Halimeda,615,,22,,
D,6,Carbonate,619,,4,,
D,6,Macroalgae Halimeda,701,,82,,
D,6,COR,725,,24,,
D,6,Carbonate,729,,4,,
D,6,Macroalgae Halimeda,805,,76,,
D,6,Carbonate,851,,46,,
D,6,COR,872,,21,,
D,6,Macroalgae Halimeda,881,,9,,
D,6,Porites latistella,891,,10,,
D,6,COR,920,,29,,
D,6,Macroalgae Halimeda,950,,30,,
D,6,COR,965,,15,,
D,6,Macroalgae Halimeda,972,,7,,
D,6,COR,1000,,28,,
C,1,COR,49,9.5,49,,
C,1,Montipora encrusting,52,,3,,
C,1,COR,71,,19,,
C,1,Sponge encrusting,81,,10,,
C,1,COR,92,,11,,
C,1,Porites lobata,94,,2,,
C,1,COR,103,,9,,
C,1,Goniastrea retiformis,105,,2,,
C,1,Sponge encrusting,121,,16,,
C,1,COR,134,,13,,
C,1,Sponge encrusting,135,,1,,
C,1,COR,140,,5,,
C,1,Sponge encrusting,163,,23,,
C,1,COR,191,,28,,
C,1,Sponge encrusting,194,,3,,
C,1,Montipora encrusting,197,,3,,
C,1,COR,235,,38,,
C,1,Galaxea fascicularis,238,,3,,
C,1,COR,241,,3,,
C,1,Carbonate,254,,13,,
C,1,Galaxea fascicularis,260,,6,,
C,1,COR,283,,23,,
C,1,Porites lichen,287,,4,,
C,1,Carbonate,289,,2,,
C,1,Platygyra pini,292,,3,,
C,1,COR,321,,29,,
C,1,Macroalgae Turbinaria,325,,4,,
C,1,Carbonate,331,,6,,
C,1,COR,385,,54,,
C,1,Macroalgae Turbinaria,392,,7,,
C,1,Carbonate,402,,10,,
C,1,COR,412,,10,,
C,1,Macroalgae Turbinaria,415,,3,,
C,1,Carbonate,422,,7,,
C,1,Sponge encrusting,429,,7,,
C,1,COR,440,,11,,
C,1,Porites lichen,442,,2,,
C,1,Carbonate,445,,3,,
C,1,Macroalgae Turbinaria,455,,10,,
C,1,COR,465,,10,,
C,1,Carbonate,481,,16,,
C,1,Macroalgae Red Padina,482,,1,,
C,1,Carbonate,512,,30,,
C,1,COR,525,,13,,
C,1,Macroalgae Halimeda,528,,3,,
C,1,COR,545,,17,,
C,1,Galaxea fascicularis,552,,7,,
C,1,Sponge encrusting,571,,19,,
C,1,COR,575,,4,,
C,1,Carbonate,635,,60,,
C,1,COR,641,,6,,
C,1,Carbonate,657,,16,,
C,1,COR,693,,36,,
C,1,Carbonate,710,,17,,
C,1,Porites lichen,715,,5,,
C,1,Carbonate,718,,3,,
C,1,Porites annae,728,,10,,
C,1,COR,765,,37,,
C,1,Macroalgae Halimeda,772,,7,,
C,1,Carbonate,783,,11,,
C,1,COR,795,,12,,
C,1,Favia matthaii,798,,3,,
C,1,COR,835,,37,,
C,1,Carbonate,902,,67,,
C,1,COR,925,,23,,
C,1,Goniastrea retiformis,928,,3,,
C,1,COR,931,,3,,
C,1,Goniastrea retiformis,932,,1,,
C,1,Porites rus,962,,30,,
C,1,COR,975,,13,,
C,1,Sponge encrusting,985,,10,,
C,1,Carbonate,1000,,15,,
C,2,Carbonate,51,9.6,51,,
C,2,COR,62,,11,,
C,2,Galaxea fascicularis,72,,10,,
C,2,Carbonate,85,,13,,
C,2,COR,110,,25,,
C,2,Goniastrea retiformis,115,,5,,
C,2,COR,125,,10,,
C,2,Carbonate,152,,27,,
C,2,Favia matthaii,163,,11,,
C,2,Carbonate,185,,22,,
C,2,COR,217,,32,,
C,2,Porites lichen,225,,8,,
C,2,Carbonate,245,,20,,
C,2,COR,265,,20,,
C,2,Carbonate,275,,10,,
C,2,Montipora encrusting,295,,20,,
C,2,Sponge encrusting,312,,17,,
C,2,Carbonate,345,,33,,
C,2,COR,362,,17,,
C,2,Porites lichen,369,,7,,
C,2,COR,375,,6,,
C,2,Carbonate,405,,30,,
C,2,COR,435,,30,,
C,2,Carbonate,442,,7,,
C,2,COR,451,,9,,
C,2,Carbonate,463,,12,,
C,2,Hydnophora microconus,467,,4,,
C,2,COR,483,,16,,
C,2,Carbonate,522,,39,,
C,2,COR,535,,13,,
C,2,Carbonate,552,,17,,
C,2,COR,563,,11,,
C,2,Porites vaughani,575,,12,,
C,2,Carbonate,603,,28,,
C,2,Rubble,685,,82,,
C,2,Montipora encrusting,702,,17,,
C,2,COR,715,,13,,
C,2,Carbonate,735,,20,,
C,2,Porites lichen,741,,6,,
C,2,COR,745,,4,,
C,2,Sponge encrusting,762,,17,,
C,2,Sponge encrusting,765,,3,,
C,2,Porites vaughani,768,,3,,
C,2,Carbonate,785,,17,,
C,2,COR,795,,10,,
C,2,Carbonate,802,,7,,
C,2,COR,830,,28,,
C,2,Carbonate,875,,45,,
C,2,COR,903,,28,,
C,2,Carbonate,920,,17,,
C,2,COR,941,,21,,
C,2,Carbonate,1000,,59,,
C,3,Carbonate,31,9.8,31,,
C,3,Porites lichen,43,,12,,
C,3,Carbonate,125,,82,,
C,3,Porites lichen,135,,10,,
C,3,Carbonate,147,,12,,
C,3,COR,149,,2,,
C,3,Macroalgae Turbinaria,182,,33,,
C,3,Carbonate,250,,68,,
C,3,COR,275,,25,,
C,3,Carbonate,331,,56,,
C,3,COR,342,,11,,
C,3,Carbonate,371,,29,,
C,3,Sponge encrusting,375,,4,,
C,3,Carbonate,405,,30,,
C,3,COR,426,,21,,
C,3,Montipora encrusting,435,,9,,
C,3,Montipora encrusting,440,,5,,
C,3,COR,495,,55,,
C,3,Favites halicora,514,,19,,
C,3,COR,535,,21,,
C,3,Galaxea fascicularis,542,,7,,
C,3,COR,615,,73,,
C,3,COR,617,,2,,
C,3,Goniastrea retiformis,651,,34,,
C,3,COR,655,,4,,
C,3,Montipora encrusting,660,,5,,
C,3,Porites lichen,675,,15,,
C,3,COR,721,,46,,
C,3,Porites lichen,725,,4,,
C,3,COR,745,,20,,
C,3,Carbonate,785,,40,,
C,3,Goniastrea retiformis,815,,30,,
C,3,Carbonate,820,,5,,
C,3,COR,827,,7,,
C,3,Carbonate,835,,8,,
C,3,Galaxea fascicularis,837,,2,,
C,3,Carbonate,842,,5,,
C,3,Porites lichen,845,,3,,
C,3,COR,851,,6,,
C,3,Carbonate,887,,36,,
C,3,Montipora encrusting,891,,4,,
C,3,Carbonate,932,,41,,
C,3,COR,975,,43,,
C,3,Macroalgae Turbinaria,991,,16,,
C,3,Carbonate,1000,,9,,
C,4,Carbonate,82,9.6,82,,
C,4,Cyphastrea ocellina,95,,13,,
C,4,COR,110,,15,,
C,4,Acropora hycinthus,115,,5,,
C,4,Sponge encrusting,141,,26,,
C,4,COR,153,,12,,
C,4,Sponge encrusting,175,,22,,
C,4,Macroalgae Turbinaria,178,,3,,
C,4,Carbonate,205,,27,,
C,4,Porites lichen,209,,4,,
C,4,Carbonate,225,,16,,
C,4,COR,251,,26,,
C,4,Dead Psammocora digitata,312,,61,,
C,4,COR,351,,39,,
C,4,Goniastrea retiformis,360,,9,,
C,4,Carbonate,402,,42,,
C,4,COR,415,,13,,
C,4,Carbonate,440,,25,,
C,4,COR,458,,18,,
C,4,Porites lichen,463,,5,,
C,4,COR,472,,9,,
C,4,Porites lichen,485,,13,,
C,4,COR,512,,27,,
C,4,Carbonate,525,,13,,
C,4,COR,552,,27,,
C,4,Porites lichen,573,,21,,
C,4,COR,593,,20,,
C,4,Carbonate,635,,42,,
C,4,Porites vaughani,638,,3,,
C,4,Carbonate,695,,57,,
C,4,COR,705,,10,,
C,4,Carbonate,712,,7,,
C,4,Rubble,735,,23,,
C,4,Macroalgae Turbinaria,738,,3,,
C,4,Carbonate,741,,3,,
C,4,Porites lichen,745,,4,,
C,4,COR,785,,40,,
C,4,Macroalgae Turbinaria,787,,2,,
C,4,COR,813,,26,,
C,4,Porites lichen,823,,10,,
C,4,COR,835,,12,,
C,4,Pavona varians,837,,2,,
C,4,COR,839,,2,,
C,4,Porites lichen,844,,5,,
C,4,Carbonate,847,,3,,
C,4,Porites lichen,875,,28,,
C,4,COR,882,,7,,
C,4,Carbonate,895,,13,,
C,4,Porites lichen,898,,3,,
C,4,COR,905,,7,,
C,4,COR,935,,30,,
C,4,Carbonate,942,,7,,
C,4,Macroalgae Turbinaria,945,,3,,
C,4,COR,983,,38,,
C,4,Macroalgae Turbinaria,995,,12,,
C,4,COR,1000,,5,,
C,5,Millepora platyphylla,92,6.8,92,,
C,5,COR,142,,50,,
C,5,Carbonate,161,,19,,
C,5,COR,170,,9,,
C,5,Carbonate,193,,23,,
C,5,Porites lichen,205,,12,,
C,5,Carbonate,207,,2,,
C,5,Goniastrea retiformis,218,,11,,
C,5,COR,261,,43,,
C,5,Porites lichen,271,,10,,
C,5,COR,305,,34,,
C,5,Porites lichen,316,,11,,
C,5,COR,335,,19,,
C,5,Carbonate,362,,27,,
C,5,Porites lichen,375,,13,,
C,5,Dead Millepora platyphylla,472,,97,,
C,5,Pocillopora verrucosa,501,,29,,
C,5,Carbonate,562,,61,,
C,5,COR,612,,50,,
C,5,Dead Millepora platyphylla,782,,170,,
C,5,COR,805,,23,,
C,5,Porites lichen,816,,11,,
C,5,COR,859,,43,,
C,5,Carbonate,865,,6,,
C,5,COR,870,,5,,
C,5,Montipora encrusting,883,,13,,
C,5,COR,910,,27,,
C,5,Carbonate,965,,55,,
C,5,COR,1000,,35,,
C,6,COR,38,,38,,
C,6,Carbonate,42,,4,,
C,6,Galaxea fascicularis,51,,9,,
C,6,Macroalgae Turbinaria,65,,14,,
C,6,Carbonate,69,,4,,
C,6,Galaxea fascicularis,72,,3,,
C,6,Macroalgae Turbinaria,78,,6,,
C,6,COR,103,,25,,
C,6,Carbonate,185,,82,,
C,6,COR,203,,18,,
C,6,Porites lichen,205,,2,,
C,6,COR,225,,20,,
C,6,Carbonate,247,,22,,
C,6,Goniastrea retiformis,251,,4,,
C,6,COR,265,,14,,
C,6,Carbonate,305,,40,,
C,6,Porites lichen,312,,7,,
C,6,COR,342,,30,,
C,6,Macroalgae Turbinaria,347,,5,,
C,6,Porites lichen,362,,15,,
C,6,Carbonate,372,,10,,
C,6,COR,385,,13,,
C,6,Macroalgae Turbinaria,391,,6,,
C,6,Carbonate,415,,24,,
C,6,Goniastrea retiformis,419,,4,,
C,6,COR,425,,6,,
C,6,Goniastrea retiformis,428,,3,,
C,6,COR,447,,19,,
C,6,Macroalgae Turbinaria,449,,2,,
C,6,COR,451,,2,,
C,6,Goniastrea retiformis,453,,2,,
C,6,COR,470,,17,,
C,6,Montipora encrusting,475,,5,,
C,6,Carbonate,482,,7,,
C,6,COR,525,,43,,
C,6,Carbonate,532,,7,,
C,6,COR,553,,21,,
C,6,Goniastrea retiformis,565,,12,,
C,6,COR,568,,3,,
C,6,Macroalgae Turbinaria,569,,1,,
C,6,COR,575,,6,,
C,6,Goniastrea retiformis,585,,10,,
C,6,COR,602,,17,,
C,6,Macroalgae Turbinaria,605,,3,,
C,6,COR,610,,5,,
C,6,Cyphastrea ocellina,615,,5,,
C,6,COR,632,,17,,
C,6,Goniastrea retiformis,653,,21,,
C,6,COR,681,,28,,
C,6,Porites lichen,685,,4,,
C,6,COR,691,,6,,
C,6,Porites lichen,705,,14,,
C,6,Carbonate,710,,5,,
C,6,Macroalgae Turbinaria,715,,5,,
C,6,COR,755,,40,,
C,6,Goniastrea retiformis,765,,10,,
C,6,COR,807,,42,,
C,6,Porites lichen,815,,8,,
C,6,Carbonate,831,,16,,
C,6,COR,862,,31,,
C,6,Porites lichen,875,,13,,
C,6,COR,891,,16,,
C,6,Carbonate,913,,22,,
C,6,COR,915,,2,,
C,6,Porites lichen,925,,10,,
C,6,Carbonate,952,,27,,
C,6,COR,965,,13,,
C,6,Carbonate,970,,5,,
C,6,Sponge encrusting,975,,5,,
C,6,Carbonate,977,,2,,
C,6,Goniastrea retiformis,981,,4,,
C,6,Porites lichen,985,,4,,
C,6,COR,1000,,15,,
H,1,Carbonate,11,7.1,11,,
H,1,Macroalgae Halimeda,21,,10,,
H,1,Sinularia,25,,4,,
H,1,Carbonate,31,,6,,
H,1,Sponge encrusting,42,,11,,
H,1,COR,85,,43,,
H,1,Millepora tenella,96,,11,,
H,1,COR,139,,43,,
H,1,Carbonate,162,,23,,
H,1,Porites lobata,175,,13,,
H,1,Carbonate,178,,3,,
H,1,Sponge encrusting,186,,8,,
H,1,COR,212,,26,,
H,1,Carbonate,233,,21,,
H,1,Macroalgae Halimeda,235,,2,,
H,1,Carbonate,255,,20,,
H,1,Macroalgae Halimeda,303,,48,,
H,1,Carbonate,326,,23,,
H,1,Porites lobata,512,,186,,
H,1,Carbonate,531,,19,,
H,1,Porites lobata,541,,10,,
H,1,COR,562,,21,,
H,1,Carbonate,573,,11,,
H,1,Porites lobata,615,,42,,
H,1,Porites lobata,675,,60,,
H,1,Carbonate,680,,5,,
H,1,Porites lobata,691,,11,,
H,1,COR,706,,15,,
H,1,Porites lobata,715,,9,,
H,1,COR,723,,8,,
H,1,Porites lobata,735,,12,,
H,1,COR,768,,33,,
H,1,Macroalgae Halimeda,802,,34,,
H,1,Carbonate,835,,33,,
H,1,Macroalgae Halimeda,850,,15,,
H,1,Carbonate,878,,28,,
H,1,Macroalgae Halimeda,891,,13,,
H,1,Carbonate,907,,16,,
H,1,Macroalgae Halimeda,925,,18,,
H,1,Carbonate,931,,6,,
H,1,Macroalgae Halimeda,942,,11,,
H,1,Carbonate,975,,33,,
H,1,Sponge encrusting,995,,20,,
H,1,Carbonate,1000,,5,,
H,2,Porites lobata,82,6.9,82,,
H,2,Macroalgae Halimeda,91,,9,,
H,2,Porites rus,101,,10,,
H,2,Porites lobata,221,,120,,
H,2,Porites rus,273,,52,,
H,2,Carbonate,302,,29,,
H,2,Macroalgae Halimeda,303,,1,,
H,2,Carbonate,341,,38,,
H,2,Tubastrea,351,,10,,
H,2,COR,393,,42,,
H,2,Carbonate,402,,9,,
H,2,Porites rus,405,,3,,
H,2,Macroalgae Halimeda,415,,10,,
H,2,Carbonate,440,,25,,
H,2,Macroalgae Halimeda,450,,10,,
H,2,Coralline algae Porolithon,490,,40,,
H,2,Carbonate,520,,30,,
H,2,Coralline algae Porolithon,535,,15,,
H,2,Carbonate,545,,10,,
H,2,Coralline algae Porolithon,552,,7,,
H,2,COR,580,,28,,
H,2,Montipora encrusting,585,,5,,
H,2,Macroalgae Halimeda,655,,70,,
H,2,Carbonate,673,,18,,
H,2,Macroalgae Halimeda,728,,55,,
H,2,Carbonate,740,,12,,
H,2,Macroalgae Halimeda,751,,11,,
H,2,Carbonate,776,,25,,
H,2,Macroalgae Halimeda,783,,7,,
H,2,Carbonate,791,,8,,
H,2,Macroalgae Halimeda,812,,21,,
H,2,Carbonate,835,,23,,
H,2,Macroalgae Halimeda,840,,5,,
H,2,Porites lobata,859,,19,,
H,2,Macroalgae Halimeda,872,,13,,
H,2,Carbonate,880,,8,,
H,2,Porites lobata,885,,5,,
H,2,Macroalgae Halimeda,910,,25,,
H,2,Porites lobata,935,,25,,
H,2,Macroalgae Halimeda,945,,10,,
H,2,Platygyra sinensis,955,,10,,
H,2,Carbonate,962,,7,,
H,2,Porites lobata,970,,8,,
H,2,Carbonate,975,,5,,
H,2,Macroalgae Halimeda,982,,7,,
H,2,Sponge encrusting,1000,,18,,
H,3,Porites nigrescens,71,,71,,
H,3,Macroalgae Halimeda,82,,11,,
H,3,Carbonate,105,,23,,
H,3,Sinularia,108,,3,,
H,3,Porites lichen,115,,7,,
H,3,Carbonate,142,,27,,
