Site,Transect,Species,cm,rugosity,Diff,COT
W,4,Coralline algae Porolithon,692,,11,
W,4,Porites rus,752,,60,
W,4,Porites attenuata,785,,33,
W,4,Carbonate,805,,20,
W,4,Fungia,809,,4,
W,4,Carbonate,826,,17,
W,4,Halimeda,843,,17,
W,4,Porites lobata,888,,45,
W,4,Carbonate,902,,14,
W,4,Halimeda,941,,39,
W,4,Physogyra lichtensteini,1000,,59,
W,5,Porites cylindrica,18,6.6,18,
W,5,Carbonate,28,,10,
W,5,Porites rus,31,,3,
W,5,Porites attenuata,35,,4,
W,5,Carbonate,56,,21,
W,5,Porites cylindrica,73,,17,
W,5,Carbonate,104,,31,
W,5,Halimeda,122,,18,
W,5,Carbonate,151,,29,
W,5,Porites rus,175,,24,
W,5,Carbonate,187,,12,
W,5,Halimeda,195,,8,
W,5,Carbonate,202,,7,
W,5,Porites rus,213,,11,
W,5,Carbonate,220,,7,
W,5,Porites rus,228,,8,
W,5,Carbonate,245,,17,
W,5,Halimeda,265,,20,
W,5,Carbonate,268,,3,
W,5,Porites attenuata,275,,7,
W,5,Carbonate,290,,15,
W,5,Halimeda,325,,35,
W,5,Carbonate,342,,17,
W,5,Porites attenuata,347,,5,
W,5,Carbonate,395,,48,
W,5,Coralline algae,405,,10,
W,5,Carbonate,462,,57,
W,5,Halimeda,465,,3,
W,5,Carbonate,467,,2,
W,5,Porites attenuata,468,,1,
W,5,Carbonate,482,,14,
W,5,Porites rus,497,,15,
W,5,Carbonate,525,,28,
W,5,Halimeda,527,,2,
W,5,Carbonate,571,,44,
W,5,Halimeda,592,,21,
W,5,Silt,666,,74,
W,5,Porites rus,702,,36,
W,5,Carbonate,722,,20,
W,5,Porites rus,735,,13,
W,5,Carbonate,745,,10,
W,5,Porites rus,765,,20,
W,5,Carbonate,778,,13,
W,5,Porites cylindrica,793,,15,
W,5,Porites rus,895,,102,
W,5,Porites lobata,957,,62,
W,5,Silt,1000,,43,
W,6,Halimeda,155,7.9,155,
W,6,Silt,167,,12,
W,6,Carbonate,182,,15,
W,6,Halimeda,235,,53,
W,6,Carbonate,253,,18,
W,6,Porites rus,266,,13,
W,6,Hydnophora rigida,275,,9,
W,6,Porites rus,296,,21,
W,6,Halimeda,352,,56,
W,6,Carbonate,358,,6,
W,6,Porites rus,391,,33,
W,6,Hydnophora microconus,395,,4,
W,6,Carbonate,405,,10,
W,6,Porites rus,415,,10,
W,6,Halimeda,430,,15,
W,6,Porites rus,473,,43,
W,6,Hydnophora rigida,478,,5,
W,6,Carbonate,492,,14,
W,6,Hydnophora rigida,565,,73,
W,6,Porites attenuata,585,,20,
W,6,Silt,630,,45,
W,6,Porites rus,639,,9,
W,6,Halimeda,652,,13,
W,6,Silt,678,,26,
W,6,Porites rus,685,,7,
W,6,Rubble,692,,7,
W,6,Halimeda,695,,3,
W,6,Hydnophora rigida,715,,20,
W,6,Carbonate,736,,21,
W,6,Hydnophora rigida,752,,16,
W,6,Carbonate,806,,54,
W,6,Hydnophora rigida,856,,50,
W,6,Dead Fungia,865,,9,
W,6,Carbonate,892,,27,
W,6,Halimeda,895,,3,
W,6,Carbonate,903,,8,
W,6,Halimeda,915,,12,
W,6,Carbonate,922,,7,
W,6,Halimeda,945,,23,
W,6,Carbonate,958,,13,
W,6,Halimeda,1000,,42,
O,1,Heliopora coerulea,32,5.5,32,
O,1,Carbonate,59,,27,
O,1,Heliopora coerulea,75,,16,
O,1,Carbonate,185,,110,
O,1,Favites pentagona,224,,39,
O,1,Carbonate,231,,7,
O,1,Goniastrea retiformis,335,,104,
O,1,Carbonate,338,,3,
O,1,Leptoria phrygia,358,,20,
O,1,Carbonate,482,,124,
O,1,Porites lobata,785,,303,
O,1,Sand and Rubble,925,,140,
O,1,Goniastrea retiformis,961,,36,
O,1,Heliopora coerulea,1000,,39,
O,2,Carbonate,38,7.7,38,
O,2,Coralline algae Porolithon,45,,7,
O,2,Leptoria phrygia,61,,16,
O,2,Carbonate,72,,11,
O,2,Montipora encrusting,85,,13,
O,2,Carbonate,103,,18,
O,2,Favites pentagona,115,,12,
O,2,Sand and Rubble,185,,70,
O,2,Heliopora coerulea,225,,40,
O,2,Carbonate,265,,40,
O,2,Montipora encrusting,278,,13,
O,2,Carbonate,324,,46,
O,2,Goniastrea retiformis,352,,28,
O,2,Favites abdita,368,,16,
O,2,Carbonate,371,,3,
O,2,Goniastrea retiformis,384,,13,
O,2,Platygyra sinensis,395,,11,
O,2,Carbonate,485,,90,
O,2,Sand,618,,133,
O,2,Montipora encrusting,637,,19,
O,2,Acropora recruit,640,,3,
O,2,Carbonate,695,,55,
O,2,Sand and Rubble,715,,20,
O,2,Carbonate,729,,14,
O,2,Montipora encrusting,745,,16,
O,2,Carbonate,749,,4,
O,2,Porites lobata,885,,136,
O,2,Carbonate,915,,30,
O,2,Porites lobata,945,,30,
O,2,Pocillopora verrucosa,963,,18,
O,2,Porites lobata,1000,,37,
O,3,Carbonate,4,6.2,4,
O,3,Porites lobata,19,,15,
O,3,Carbonate,43,,24,
O,3,Heliopora coerulea,52,,9,
O,3,Galaxea fascicularis,63,,11,
O,3,Dipsastrea pallida,72,,9,
O,3,Carbonate,113,,41,
O,3,Heliopora coerulea,164,,51,
O,3,Carbonate,173,,9,
O,3,Goniastrea retiformis,184,,11,
O,3,Psammocora digitata,185,,1,
O,3,Carbonate,195,,10,
O,3,Porites rus,325,,130,
O,3,Carbonate,395,,70,
O,3,Halimeda,402,,7,
O,3,Carbonate,419,,17,
O,3,Heliopora coerulea,535,,116,
O,3,Porites rus,556,,21,
O,3,Montipora encrusting,566,,10,
O,3,Carbonate,599,,33,
O,3,Montipora encrusting,625,,26,
O,3,Carbonate,642,,17,
O,3,Porites rus,653,,11,
O,3,Sponge encrusting,691,,38,
O,3,Favites abdita,693,,2,
O,3,Montipora encrusting,698,,5,
O,3,Porites rus,703,,5,
O,3,Goniastrea retiformis,748,,45,
O,3,Montipora encrusting,752,,4,
O,3,Carbonate,768,,16,
O,3,Montipora encrusting,795,,27,
O,3,Carbonate,831,,36,
O,3,Montipora encrusting,851,,20,
O,3,Porites lobata,891,,40,
O,3,Carbonate,905,,14,
O,3,Porites lobata,921,,16,
O,3,Carbonate,1000,,79,
O,4,Carbonate,25,9,25,
O,4,Coralline algae,48,,23,
O,4,Carbonate,78,,30,
O,4,Favites abdita,89,,11,
O,4,Halimeda,165,,76,
O,4,Montipora encrusting,172,,7,
O,4,Carbonate,203,,31,
O,4,Acropora hyacinthus,210,,7,
O,4,Heliopora coerulea,214,,4,
O,4,Carbonate,226,,12,
O,4,Heliopora coerulea,235,,9,
O,4,Carbonate,375,,140,
O,4,Coralline algae Porolithon,384,,9,
O,4,Heliopora coerulea,386,,2,
O,4,Carbonate,405,,19,
O,4,Heliopora coerulea,412,,7,
O,4,Porites rus,435,,23,
O,4,Carbonate,453,,18,
O,4,Montipora encrusting,486,,33,
O,4,Carbonate,505,,19,
O,4,Macroalgae Amphiroa,521,,16,
O,4,Porites rus,565,,44,
O,4,Carbonate,590,,25,
O,4,Montipora encrusting,595,,5,
O,4,Goniastrea retiformis,604,,9,
O,4,Carbonate,615,,11,
O,4,Montipora encrusting,625,,10,
O,4,Porites rus,677,,52,
O,4,Sponge encrusting,743,,66,
O,4,Carbonate,765,,22,
O,4,Porites lobata,783,,18,
O,4,Carbonate,795,,12,
O,4,Sponge encrusting,812,,17,
O,4,Carbonate,820,,8,
O,4,Sponge encrusting,831,,11,
O,4,Carbonate,855,,24,
O,4,Porites lobata,862,,7,
O,4,Carbonate,875,,13,
O,4,Porites lobata,883,,8,
O,4,Carbonate,903,,20,
O,4,Porites lobata,965,,62,
O,4,Carbonate,1000,,35,
O,5,Galaxea fascicularis,12,6.6,12,
O,5,Sand,24,,12,
O,5,Galaxea fascicularis,52,,28,
O,5,Carbonate,61,,9,
O,5,Galaxea fascicularis,88,,27,
O,5,Carbonate,95,,7,
O,5,Soft coral Sinularia,113,,18,
O,5,Porites lobata,119,,6,
O,5,Goniopora,139,,20,
O,5,Porites lobata,190,,51,
O,5,Goniopora,204,,14,
O,5,Porites lobata,272,,68,
O,5,Carbonate,305,,33,
O,5,Goniopora,315,,10,
O,5,Sand and Rubble,392,,77,
O,5,Halimeda,425,,33,
O,5,Carbonate,445,,20,
O,5,Halimeda,462,,17,
O,5,Porites rus,563,,101,
O,5,Carbonate,575,,12,
O,5,Porites rus,625,,50,
O,5,Porites cylindrica,637,,12,
O,5,Porites rus,770,,133,
O,5,Carbonate,782,,12,
O,5,Porites rus,793,,11,
O,5,Carbonate,814,,21,
O,5,Galaxea fascicularis,863,,49,
O,5,Carbonate,875,,12,
O,5,Porites rus,879,,4,
O,5,Carbonate,915,,36,
O,5,Galaxea fascicularis,922,,7,
O,5,Carbonate,941,,19,
O,5,Galaxea fascicularis,956,,15,
O,5,Carbonate,978,,22,
O,5,Galaxea fascicularis,983,,5,
O,5,Carbonate,1000,,17,
O,6,Porites cylindrica,2,7.4,2,
O,6,Halimeda,34,,32,
O,6,Carbonate,48,,14,
O,6,Halimeda,75,,27,
O,6,Carbonate,125,,50,
O,6,Sand and Rubble,175,,50,
O,6,Carbonate,234,,59,
O,6,Porites lobata,261,,27,
O,6,Carbonate,264,,3,
O,6,Porites lobata,315,,51,
O,6,Carbonate,327,,12,
O,6,Porites lobata,351,,24,
O,6,Sponge encrusting,365,,14,
O,6,Porites lobata,391,,26,
O,6,Halimeda,445,,54,
O,6,Heliopora coerulea,565,,120,
O,6,Carbonate,572,,7,
O,6,Goniastrea retiformis,585,,13,
O,6,Carbonate,603,,18,
O,6,Goniastrea retiformis,618,,15,
O,6,Carbonate,651,,33,
O,6,Coralline algae,665,,14,
O,6,Porites attenuata,669,,4,
O,6,Halimeda,675,,6,
O,6,Carbonate,685,,10,
O,6,Favites abdita,707,,22,
O,6,Leptastrea transversa,725,,18,
O,6,Montipora encrusting,736,,11,
O,6,Sand and Rubble,750,,14,
O,6,Platygyra sinensis,785,,35,
O,6,Carbonate,791,,6,
O,6,Porites rus,803,,12,
O,6,Sand and Rubble,813,,10,
O,6,Carbonate,832,,19,
O,6,Sand and Rubble,912,,80,
O,6,Carbonate,1000,,88,
C,1,Carbonate,55,9.5,55,
C,1,Acropora hyacinthus,58,,3,
C,1,Carbonate,91,,33,
C,1,Goniastrea retiformis,103,,12,
C,1,Carbonate,105,,2,
C,1,Carbonate,165,,60,
C,1,Acropora hyacinthus,169,,4,
C,1,Carbonate,175,,6,
C,1,Acropora nasuta,182,,7,
C,1,Carbonate,191,,9,
C,1,Porites rus,265,,74,
C,1,Carbonate,269,,4,
C,1,Acropora hyacinthus,273,,4,
C,1,Carbonate,321,,48,
C,1,Acropora hyacinthus,325,,4,
C,1,Carbonate,352,,27,
C,1,Montipora encrusting,357,,5,
C,1,Carbonate,365,,8,
C,1,Goniastrea retiformis,367,,2,
C,1,Coralline algae,395,,28,
C,1,Carbonate,435,,40,
C,1,Hydnophora microconus,445,,10,
C,1,Carbonate,478,,33,
C,1,Galaxea fascicularis,493,,15,
C,1,Carbonate,532,,39,
C,1,Favites abdita,565,,33,
C,1,Carbonate,585,,20,
C,1,Favites pentagona,607,,22,
C,1,Carbonate,612,,5,
C,1,Goniastrea retiformis,619,,7,
C,1,Carbonate,648,,29,
C,1,Halimeda,653,,5,
C,1,Carbonate,660,,7,
C,1,Astrea curta,669,,9,
C,1,Carbonate,741,,72,
C,1,Pavona varians,747,,6,
C,1,Carbonate,762,,15,
C,1,Pavona varians,770,,8,
C,1,Dead Acropora,793,,23,
C,1,Carbonate,805,,12,
C,1,Dead Acropora,834,,29,
C,1,Carbonate,867,,33,
C,1,Acropora hyacinthus,875,,8,
C,1,Carbonate,890,,15,
C,1,Sponge encrusting,899,,9,
C,1,Carbonate,953,,54,
C,1,Acropora hyacinthus,958,,5,
C,1,Carbonate,972,,14,
C,1,Halimeda,978,,6,
C,1,Carbonate,992,,14,
C,1,Halimeda,998,,6,
C,1,Carbonate,1000,,2,
C,2,Montipora encrusting,27,6.7,27,
C,2,Leptoria phrygia,41,,14,
C,2,Carbonate,47,,6,
C,2,Montipora encrusting,52,,5,
C,2,Acropora recruit,58,,6,
C,2,Carbonate,85,,27,
C,2,Acropora recruit,91,,6,
C,2,Carbonate,138,,47,
C,2,Sand and Rubble,230,,92,
C,2,Montipora encrusting,281,,51,
C,2,Carbonate,285,,4,
C,2,Montipora encrusting,293,,8,
C,2,Carbonate,312,,19,
C,2,Halimeda,315,,3,
C,2,Carbonate,320,,5,
C,2,Montipora encrusting,402,,82,
C,2,Porites rus,411,,9,
C,2,Carbonate,413,,2,
C,2,Leptoria phrygia,415,,2,
C,2,Carbonate,430,,15,
C,2,Leptoria phrygia,437,,7,
C,2,Carbonate,462,,25,
C,2,Goniastrea retiformis,468,,6,
C,2,Carbonate,513,,45,
C,2,Goniastrea retiformis,523,,10,
C,2,Sand and Rubble,525,,2,
C,2,Acropora hyacinthus,528,,3,
C,2,Sand and Rubble,620,,92,
C,2,Carbonate,720,,100,
C,2,Leptoria phrygia,725,,5,
C,2,Coralline algae,732,,7,
C,2,Goniastrea retiformis,736,,4,
C,2,Coralline algae,765,,29,
C,2,Carbonate,784,,19,
C,2,Platygyra sinensis,865,,81,
C,2,Coralline algae,914,,49,
C,2,Goniastrea retiformis,954,,40,
C,2,Carbonate,1000,,46,
C,3,Coralline algae,195,8.1,195,
C,3,Montipora encrusting,225,,30,
C,3,Heliopora coerulea,235,,10,
C,3,Carbonate,250,,15,
C,3,Halimeda,255,,5,
C,3,Carbonate,342,,87,
C,3,Halimeda,345,,3,
C,3,Carbonate,365,,20,
C,3,Montipora encrusting,374,,9,
C,3,Carbonate,395,,21,
C,3,Montipora encrusting,403,,8,
C,3,Carbonate,412,,9,
C,3,Acropora hyacinthus,420,,8,
C,3,Carbonate,441,,21,
C,3,Sand and Rubble,473,,32,
C,3,Hydnophora microconus,475,,2,
C,3,Carbonate,495,,20,
C,3,Acropora hyacinthus,502,,7,
C,3,Carbonate,543,,41,
C,3,Acropora hyacinthus,548,,5,
C,3,Carbonate,575,,27,
C,3,Halimeda,581,,6,
C,3,Carbonate,593,,12,
C,3,Acropora hyacinthus,595,,2,
C,3,Coralline algae,631,,36,
C,3,Cyphastrea chalcidicum,637,,6,
C,3,Carbonate,642,,5,
C,3,Acropora nasuta,653,,11,
C,3,Coralline algae,659,,6,
C,3,Acropora hyacinthus,667,,8,
C,3,Coralline algae,683,,16,
C,3,Acropora hyacinthus,692,,9,
C,3,Coralline algae,715,,23,
C,3,Acropora hyacinthus,727,,12,
C,3,Porites lobata,732,,5,
C,3,Coralline algae,795,,63,
C,3,Acropora hyacinthus,803,,8,
C,3,Coralline algae,872,,69,
C,3,Acropora nasuta,879,,7,
C,3,Coralline algae Porolithon,895,,16,
C,3,Coralline algae,952,,57,
C,3,Montipora encrusting,973,,21,
C,3,Porites rus,980,,7,
C,3,Montipora encrusting,988,,8,
C,3,Carbonate,1000,,12,
C,4,Coralline algae,71,6,71,
C,4,Montipora encrusting,134,,63,
C,4,Coralline algae,162,,28,
C,4,Favites pentagona,169,,7,
C,4,Goniastrea retiformis,185,,16,
C,4,Coralline algae,195,,10,
C,4,Acropora hyacinthus,203,,8,
C,4,Acropora hyacinthus,215,,12,
C,4,Carbonate,219,,4,
C,4,Favites pentagona,222,,3,
C,4,Favites pentagona,267,,45,
C,4,Coralline algae Porolithon,282,,15,
C,4,Montipora encrusting,292,,10,
C,4,Galaxea fascicularis,295,,3,
C,4,Coralline algae Porolithon,305,,10,
C,4,Montipora encrusting,351,,46,
C,4,Sand and Rubble,395,,44,
C,4,Carbonate,463,,68,
C,4,Acropora recruit,466,,3,
C,4,Acropora recruit,470,,4,
C,4,Carbonate,486,,16,
C,4,Galaxea fascicularis,505,,19,
C,4,Carbonate,520,,15,
C,4,Acropora nasuta,532,,12,
C,4,Carbonate,548,,16,
C,4,Acropora hyacinthus,551,,3,
C,4,Carbonate,580,,29,
C,4,Acropora hyacinthus,584,,4,
C,4,Carbonate,602,,18,
C,4,Galaxea fascicularis,605,,3,
C,4,Porites rus,625,,20,
C,4,Carbonate,685,,60,
C,4,Acropora nasuta,690,,5,
C,4,Carbonate,718,,28,
C,4,Acropora nasuta,722,,4,
C,4,Carbonate,740,,18,
C,4,Acropora nasuta,746,,6,
C,4,Carbonate,795,,49,
C,4,Montipora encrusting,812,,17,
C,4,Hydnophora microconus,831,,19,
C,4,Montipora encrusting,845,,14,
C,4,Carbonate,893,,48,
C,4,Rubble,911,,18,
C,4,Carbonate,945,,34,
C,4,Montipora encrusting,992,,47,
C,4,Carbonate,1000,,8,
C,5,Montipora encrusting,22,6.8,22,
C,5,Carbonate,58,,36,
C,5,Goniastrea retiformis,65,,7,
C,5,Carbonate,112,,47,
C,5,Halimeda,115,,3,
C,5,Favites pentagona,145,,30,
C,5,Carbonate,160,,15,
C,5,Halimeda,168,,8,
C,5,Carbonate,215,,47,
C,5,Acropora cerealis,225,,10,
C,5,Carbonate,251,,26,
C,5,Montipora encrusting,255,,4,
C,5,Acropora hyacinthus,263,,8,
C,5,Carbonate,275,,12,
C,5,Leptoria phrygia,307,,32,
C,5,Carbonate,330,,23,
C,5,Sand and Rubble,448,,118,
C,5,Montipora encrusting,463,,15,
C,5,Favites pentagona,472,,9,
C,5,Montipora encrusting,505,,33,
C,5,Carbonate,635,,130,
C,5,Acropora nasuta,645,,10,
C,5,Halimeda,695,,50,
C,5,Coralline algae,702,,7,
C,5,Montipora encrusting,725,,23,
C,5,Carbonate,731,,6,
C,5,Montipora encrusting,735,,4,
C,5,Carbonate,773,,38,
C,5,Favites pentagona,792,,19,
C,5,Montipora encrusting,805,,13,
C,5,Carbonate,834,,29,
C,5,Montipora encrusting,863,,29,
C,5,Carbonate,868,,5,
C,5,Montipora encrusting,870,,2,
C,5,Goniastrea retiformis,885,,15,
C,5,Carbonate,903,,18,
C,5,Hydnophora microconus,912,,9,
C,5,Favites pentagona,914,,2,
C,5,Cliona boring sponge,925,,11,
C,5,Carbonate,983,,58,
C,5,Sand and Rubble,1000,,17,
C,6,Porites rus,12,7.4,12,
C,6,Carbonate,29,,17,
C,6,Montipora encrusting,37,,8,
C,6,Carbonate,97,,60,
C,6,Montipora encrusting,112,,15,
C,6,Carbonate,120,,8,
C,6,Porites rus,145,,25,
C,6,Carbonate,154,,9,
C,6,Montipora encrusting,185,,31,
C,6,Halimeda,207,,22,
C,6,Carbonate,231,,24,
C,6,Pocillopora verrucosa,242,,11,
C,6,Carbonate,270,,28,
C,6,Halimeda,284,,14,
C,6,Carbonate,367,,83,
C,6,Acropora hyacinthus,374,,7,
C,6,Carbonate,402,,28,
C,6,Leptoria phrygia,405,,3,
C,6,Carbonate,418,,13,
C,6,Montipora encrusting,420,,2,
C,6,Carbonate,447,,27,
C,6,Porites rus,483,,36,
C,6,Goniastrea retiformis,487,,4,
C,6,Coralline algae,489,,2,
C,6,Heliopora coerulea,495,,6,
C,6,Coralline algae,512,,17,
C,6,Montipora encrusting,535,,23,
C,6,Carbonate,573,,38,
C,6,Acropora hyacinthus,578,,5,
C,6,Carbonate,582,,4,
C,6,Montipora encrusting,592,,10,
C,6,Carbonate,615,,23,
C,6,Halimeda,618,,3,
C,6,Carbonate,642,,24,
C,6,Coralline algae Porolithon,642,,0,
C,6,Montipora encrusting,679,,37,
C,6,Carbonate,748,,69,
C,6,Acropora hyacinthus,753,,5,
C,6,Carbonate,805,,52,
C,6,Acropora hyacinthus,807,,2,
C,6,Carbonate,867,,60,
C,6,Galaxea fascicularis,869,,2,
C,6,Carbonate,875,,6,
C,6,Acropora hyacinthus,884,,9,
C,6,Galaxea fascicularis,890,,6,
C,6,Coralline algae,902,,12,
C,6,Galaxea fascicularis,904,,2,
C,6,Carbonate,953,,49,
C,6,Montipora encrusting,972,,19,
C,6,Carbonate,1000,,28,
A,1,Carbonate,31,7.9,31,
A,1,Acropora hyacinthus,33,,2,
A,1,Carbonate,45,,12,
A,1,Halimeda,52,,7,
A,1,Coralline algae,153,,101,
A,1,Sponge encrusting,162,,9,
A,1,Coralline algae,175,,13,
A,1,Acropora nasuta,183,,8,
A,1,Carbonate,215,,32,
A,1,Porites lobata,335,,120,
A,1,Coralline algae,342,,7,
A,1,Porites rus,351,,9,
A,1,Coralline algae,420,,69,
A,1,Carbonate,426,,6,
A,1,Coralline algae,501,,75,
A,1,Carbonate,543,,42,
A,1,Acropora hyacinthus,547,,4,
A,1,Carbonate,549,,2,
A,1,Acropora hyacinthus,553,,4,
A,1,Coralline algae,630,,77,
A,1,Carbonate,725,,95,
A,1,Porites rus,735,,10,
A,1,Carbonate,852,,117,
A,1,Coralline algae,1000,,148,
A,2,Carbonate,21,8.6,21,1
A,2,Porites lichen,38,,17,
A,2,Coralline algae,61,,23,
A,2,Montipora encrusting,73,,12,
A,2,Carbonate,75,,2,
A,2,Acropora nasuta,79,,4,
A,2,Carbonate,185,,106,
A,2,Montipora encrusting,226,,41,
A,2,Porites lichen,232,,6,
A,2,Coralline algae,242,,10,
A,2,Carbonate,307,,65,
A,2,Acropora hyacinthus,312,,5,
A,2,Coralline algae,370,,58,
A,2,Carbonate,375,,5,
A,2,Pocillopora verrucosa,387,,12,
A,2,Carbonate,478,,91,
A,2,Halimeda,485,,7,
A,2,Acropora hyacinthus,492,,7,
A,2,Coralline algae,545,,53,
A,2,Halimeda,553,,8,
A,2,Carbonate,575,,22,
A,2,Acropora nasuta,582,,7,
A,2,Carbonate,660,,78,
A,2,Acropora nasuta,663,,3,
A,2,Carbonate,674,,11,
A,2,Acropora hyacinthus,681,,7,
A,2,Goniastrea retiformis,685,,4,
A,2,Carbonate,725,,40,
A,2,Acropora nasuta,729,,4,
A,2,Carbonate,765,,36,
A,2,Acropora hyacinthus,770,,5,
A,2,Carbonate,802,,32,
A,2,Halimeda,804,,2,
A,2,Sponge encrusting,821,,17,
A,2,Halimeda,843,,22,
A,2,Carbonate,852,,9,
A,2,Acropora hyacinthus,855,,3,
A,2,Carbonate,875,,20,
A,2,Halimeda,887,,12,
A,2,Carbonate,895,,8,
A,2,Coralline algae,942,,47,
A,2,Carbonate,950,,8,
A,2,Acropora hyacinthus,958,,8,
A,2,Galaxea fascicularis,965,,7,
A,2,Carbonate,974,,9,
A,2,Halimeda,976,,2,
A,2,Carbonate,980,,4,
A,2,Porites lichen,985,,5,
A,2,Carbonate,992,,7,
A,2,Rubble,996,,4,
A,2,Carbonate,1000,,4,
A,3,Carbonate,58,,58,
A,3,Acropora hyacinthus,62,,4,
A,3,Carbonate,68,,6,
A,3,Acropora hyacinthus,72,,4,
A,3,Carbonate,105,,33,
A,3,Acropora hyacinthus,108,,3,
A,3,Carbonate,167,,59,
A,3,Halimeda,197,,30,
A,3,Carbonate,205,,8,
A,3,Turbinaria reniformis,209,,4,
A,3,Carbonate,230,,21,
A,3,Porites rus,234,,4,
A,3,Carbonate,282,,48,
A,3,Rubble,335,,53,
A,3,Halimeda,341,,6,
A,3,Favites abdita,351,,10,
A,3,Coralline algae,365,,14,
A,3,Sponge encrusting,385,,20,
A,3,Carbonate,410,,25,
A,3,Halimeda,415,,5,
A,3,Carbonate,435,,20,
A,3,Halimeda,442,,7,
A,3,Carbonate,485,,43,
A,3,Sponge encrusting,502,,17,
A,3,Coralline algae,551,,49,
A,3,Carbonate,575,,24,
A,3,Sponge encrusting,595,,20,
A,3,Carbonate,605,,10,
A,3,Coralline algae Porolithon,612,,7,
A,3,Carbonate,621,,9,
A,3,Porites rus,632,,11,
A,3,Coralline algae,643,,11,
A,3,Porites rus,650,,7,
A,3,Carbonate,665,,15,
A,3,Leptoria phrygia,669,,4,
A,3,Carbonate,703,,34,
A,3,Porites rus,712,,9,
A,3,Carbonate,725,,13,
A,3,Sponge encrusting,729,,4,
A,3,Carbonate,798,,69,
A,3,Pocillopora eydouxi,808,,10,
A,3,Halimeda,892,,84,
A,3,Coralline algae,902,,10,
A,3,Halimeda,915,,13,
A,3,Carbonate,945,,30,
A,3,Acropora hyacinthus,949,,4,
A,3,Carbonate,965,,16,
A,3,Halimeda,985,,20,
A,3,Carbonate,1000,,15,
A,4,Galaxea fascicularis,35,7.5,35,
A,4,Porites rus,55,,20,
A,4,Carbonate,61,,6,
A,4,Porites rus,85,,24,
A,4,Carbonate,112,,27,
A,4,Porites rus,122,,10,
A,4,Carbonate,125,,3,
A,4,Galaxea fascicularis,197,,72,
A,4,Porites rus,253,,56,
A,4,Carbonate,260,,7,
A,4,Halimeda,282,,22,
A,4,Porites rus,305,,23,
A,4,Sponge encrusting,335,,30,
A,4,Carbonate,350,,15,
A,4,Halimeda,351,,1,
A,4,Sponge encrusting,385,,34,
A,4,Carbonate,452,,67,
A,4,Galaxea fascicularis,459,,7,
A,4,Porites rus,463,,4,
A,4,Coralline algae,525,,62,
A,4,Porites rus,540,,15,
A,4,Coralline algae,550,,10,
A,4,Halimeda,555,,5,
A,4,Carbonate,607,,52,
A,4,Platygyra sinensis,645,,38,
A,4,Coralline algae,649,,4,
A,4,Montipora encrusting,732,,83,
A,4,Coralline algae,741,,9,
A,4,Galaxea fascicularis,745,,4,
A,4,Coralline algae,770,,25,
A,4,Halimeda,780,,10,
A,4,Favites pentagona,785,,5,
A,4,Coralline algae,792,,7,
A,4,Astrea stelligera,815,,23,
A,4,Halimeda,825,,10,
A,4,Porites rus,859,,34,
A,4,Carbonate,882,,23,
A,4,Coralline algae,891,,9,
A,4,Sponge encrusting,905,,14,
A,4,Carbonate,918,,13,
A,4,Halimeda,942,,24,
A,4,Carbonate,945,,3,
A,4,Favites abdita,954,,9,
A,4,Carbonate,994,,40,
A,4,Coralline algae,1000,,6,
A,5,Carbonate,42,8.3,42,
A,5,Acropora nasuta,44,,2,
A,5,Carbonate,145,,101,
A,5,Soft coral Sinularia,152,,7,
A,5,Carbonate,185,,33,
A,5,Acropora nasuta,158,,-27,
A,5,Carbonate,204,,46,
A,5,Acropora nasuta,206,,2,
A,5,Carbonate,307,,101,
A,5,Porites rus,312,,5,
A,5,Coralline algae,338,,26,
A,5,Millepora exesa,342,,4,
A,5,Galaxea fascicularis,347,,5,
A,5,Porites rus,363,,16,
A,5,Coralline algae,397,,34,
A,5,Carbonate,412,,15,
A,5,Coralline algae,451,,39,
A,5,Carbonate,473,,22,
A,5,Acropora hyacinthus,475,,2,
A,5,Sponge encrusting,485,,10,
A,5,Acropora nasuta,487,,2,
A,5,Halimeda,502,,15,
A,5,Sponge encrusting,515,,13,
A,5,Carbonate,535,,20,
A,5,Halimeda,537,,2,
A,5,Carbonate,592,,55,
A,5,Acropora hyacinthus,597,,5,
A,5,Carbonate,691,,94,
A,5,Acropora nasuta,695,,4,
A,5,Carbonate,735,,40,
A,5,Porites rus,752,,17,
A,5,Sponge encrusting,805,,53,
A,5,Porites rus,822,,17,
A,5,Galaxea fascicularis,825,,3,
A,5,Carbonate,847,,22,
A,5,Porites rus,858,,11,
A,5,Carbonate,862,,4,
A,5,Favites abdita,873,,11,
A,5,Acropora nasuta,877,,4,
A,5,Coralline algae,915,,38,
A,5,Acropora hyacinthus,920,,5,
A,5,Porites rus,955,,35,
A,5,Carbonate,957,,2,
A,5,Porites rus,962,,5,
A,5,Coralline algae,995,,33,
A,5,Porites attenuata,1000,,5,
A,6,Carbonate,28,8.8,28,
A,6,Montipora encrusting,31,,3,
A,6,Carbonate,33,,2,
A,6,Galaxea fascicularis,43,,10,
A,6,Coralline algae,65,,22,
A,6,Porites rus,92,,27,
A,6,Sponge encrusting,101,,9,
A,6,Coralline algae,165,,64,
A,6,Montipora encrusting,172,,7,
A,6,Sand and Rubble,185,,13,
A,6,Carbonate,187,,2,
A,6,Montipora encrusting,202,,15,
A,6,Carbonate,231,,29,
